id,address,authors,booktitle,date,editor,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
12,"Denver, Colorado, USA.","Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,,,,,,,,"User Embodiment in Collaborative Virtual Environments,",,,
13,,"Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D.","In Proceedings of CHI95,",(1995).,,,,,,242-249.,,,User Embodiment in Collaborative Virtual Environments.,,,
14,,"Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D.","In Proceedings of CHI95,",,,,,,,,,,User Embodiment in Collaborative Virtual Environments.,,242 249.,
15,,"Steve Benford, John Bowers, Lennart Fahlen, Chris Greenhalg, John Mariani, and Tom Rodden.",,1995.,,,"Presence,",,,"364-386,",,,Networked Virtual realitty and Cooperative Work.,,4(4),
16,"Paderborn, Germany,","Brown, D. F., Moura, H. & Watt, D. A.","`Proceedings of the International Workshop on Compiler Construction (CC-92)'',","(1992b),","in U. Kas-tens & P. Pfahler, eds,",,,,"Vol. 641 of Lecture Notes in Computer Science,",pp. 95-109.,"Springer-Verlag,",,"Actress: an action semantics directed compiler generator,",,,
17,"Paderborn, Germany,","Brown, D. F., Moura, H. & Watt, D. A.","`Proceedings of the International Workshop on Compiler Construction (CC-92)'',","(1992b),","in U. Kas-tens & P. Pfahler, eds,",,,,"Vol. 641 of Lecture Notes in Computer Science,",pp. 95-109.,"Springer-Verlag,",,"Actress: an action semantics directed compiler generator,",,,
18,"Paderborn, FRG,","D. F. Brown, H. Moura, and D. A. Watt. Actress:","Proceedings of the 4th International Conference on Compiler Construction (CC''92),",October 1992.,"In U. Kastens and P. Pfahler, editors,",,,,"volume 641 of Lecture Notes in Computer Science,","pages 95-109,",Springer-Verlag.,,an action semantics directed compiler generator.,,,
19,,"B. Buth, K.-H. Buth, M. Franzle, B. v. Karger, Y. Lakhneche, H. Langmaack, and M. Muller-Olm.","Compiler Construction,",1992.,"In U. Kastens and P. Pfahler, editors,",,,,volume 641 of Lecture Notes in Computer Science.,,"Springer-Verlag,",,Provably correct compiler development and implementation.,,,
20,,"B. Buth et. al.,","Compiler Construction,",1992,in U. Karstens and P. Pfahler (eds.),,,,,pp. 141-155.,"Springer Verlag, LNCS 641,",,"Provably Correct Compiler Implementation,",,,
21,,"B. Buth et. al.,","Compiler Construction,",1992,in U. Karstens and P. Pfahler (eds.),,,,,pp. 141-155.,"Springer Verlag, LNCS 641,",,"Provably Correct Compiler Implementation,",,,
22,,"B. Buth et. al.,","Compiler Construction,",1992,in U. Karstens and P. Pfahler (eds.),,,,,pp. 141-155.,"Springer Verlag, LNCS 641,",,"Provably Correct Compiler Implementation,",,,
23,,"Bettina Buth, Karl-Heinz Buth, Martin Franzle, Burghard von Karger, Yassine Lakhneche, Hans Langmaack, and Markus Muller-Olm.","Compiler Construction, number 641 in Lecture Notes in Computer Science,",1992.,"In U. Kastens and P. Pfahler, editors,",,,,,pages 141-155.,"Springer-Verlag,",,Provably correct compiler development and implementation.,,,
24,NY:,"Conklin, J.",In Computer Supported Cooperative Work: A Book of Readings.,1985.,Ed. Irene Greit:,,,,,513,Morgan Kaufmann.,,Hypertext: An Introduction and Survey.,,,
25,"Hillsdale, NJ.","Cramer, N. L.","Proceedings of an International Conference on Genetic Algorithms and Their Applications,",(1985).,"In Grefenstette, J., editor,",,,,,"pages 183-187,",Lawrence Erlbaum Associates.,,A representation for the adaptive generation of simple sequential programs.,,,
26,"Pittsburgh, PA.","Daelemans, W., Van den Bosch, A., and Weijters, T.",,(1995).,"S. E. and Lebiere, C.","School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",(1990). The Cascade-correlation Learning Architecture.,,,
27,,,"Proceedings of the Third International Conference on Genetic Algorithms,",,"In J. Schaffer (Ed.),",,,,,pp. 42-50.,Morgan Kaufmann.,,An investigation of niche and species formation in genetic function op-timization.,,,
28,,,"Proceedings of the Third International Conference on Genetic Algorithms,",,"In J. Schaffer (Ed.),",,,,,pp. 42-50.,Morgan Kaufmann.,,An investigation of niche and species formation in genetic function optimization.,,,
29,,,"Proceedings of the Third International Conference on Genetic Algorithms,",(1989).,"In J. Schaffer (Ed.),",,,,,pp. 42-50.,Morgan Kaufmann.,,An investigation of niche and species formation in genetic function optimization.,,,
30,,"Dempster, A., Laird, N., and Rubin, D.",,(1977).,,,"Journal of the Royal Statistical Society B,",,,1-38.,,,Maximum likelihood from incomplete data via the EM algorithm.,,39,
31,,"Dempster, A., Laird, N., and Rubin, D.",,(1977).,,,"Journal of the Royal Statistical Society B,",,,1-38.,,,Maximum likelihood from incomplete data via the EM algorithm.,,39,
32,,M. Dill and M.,,,,,Perception & Psychophysics (in press).,,,,,,Fahle,,,
33,,M. Dill and M.,,,,,Perception & Psychophysics (in press).,,,,,,Fahle,,,
34,,M. Dill and M.,Proceedings of the Royal Society London B (in press).,,,,,,,,,,Fahle,,,
35,,M. Dill and M.,Proceedings of the Royal Society London B (in press).,,,,,,,,,,Fahle,,,
36,,"Dutta, S. and Shekhar, S.","In International Joint Conference on Neural Networks,",1988.,,"Computer and Information Sciences, University of Florida",,,,pages 443-450.,,TR91-008,Bond rating: A non-conservative application of neural networks.,,"volume 2,",
37,,M. Fahle and T. Poggio.,"Proceedings of the Royal Society of London, B,",1981.,,,,,,"451-477,",,,Visual hyperacuity: spatiotemporal interpolation in human vision.,,213,
88,,Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A System for Representing Real World Knowledge.,,,
38,,"Fahle, M.",,,,,"Vis. Res.,",,,2149-2184.,,,"(1991) Parallel perception of vernier offsets, curvature, and chevrons in humans.",,31:00:00,
39,,"Fahle, M. W. and Edelman, S.",,(1992).,,,Vision Research.,,,,in press.,,Learning in hyperacuity: influence of stimulus range and of feedback.,,,
40,,M Fahle and S Edelman.,,1993.,,,"Vision Research,",,,"397-412,",,,"Long-term learning in Vernier acuity: effects of stimulus orientation, range and of feedback.",,33(3),
41,,"Fahle, M. & Edelman, S.",,(1993).,,,"Vision Research,",,,397-412.,,,"Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback.",,33,
42,,"Fahle, M. & Edelman, S.",,,,,"Vision Research,",,,397-412.,,,,,33,
43,,"Fahle, M., Edelman, S., and Poggio, T.",,(1995).,,,"Vision Research,",,,3003-3013.,,,Fast perceptual learning in hyperacuity.,,35,
44,,"Fahle, M., Edelman, S., and Poggio, T.",,(1995).,,,"Vision Research,",,,3003-3013.,,,Fast perceptual learning in hyperacuity.,,35,
45,,"Fahle, M., Edelman, S., and Poggio, T.",,(1995).,,,"Vision Research,",,,3003-3013.,,,Fast perceptual learning in hyperacuity.,,35,
46,,"Fahle, M., Edelman, S., & Poggio, T.",,,,,"Vision Research,",,,3003-3013.,,,,,35,
47,,"Fahle, M.",,(1997).,,,"Vision Research,",,,1885-1895. 66,,,"Specificity of learning curvature, orientation, and vernier discriminations.",,"37(14),",
48,,"Fahle, M.",,,,,"Vision Research,",,,1885-1895.,,,,,"37(14),",
49,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi ''93,",1993.,,,,,,"pages 4348,",,,A space based model for user interaction in shared synthetic environments.,,,
50,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi ''93,",1993.,,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
51,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi ''93,",1993.,,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
52,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi ''93,",1993.,,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
53,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi ''93,",1993.,,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
54,,"S. Fahlman,",,1974.,,,"Artificial Intelligence,",,,"pp. 1-49,",,,"A planning system for robot construction tasks,",,"vol. 5,",
55,,"S. Fahlman,",,1974.,,,"Artificial Intelligence,",,,"pp. 1-49,",,,"A planning system for robot construction tasks,",,"vol. 5,",
56,,Scott Elliott Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),
57,,Scott Elliott Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),
58,,"Fahlman, S. E.",,(1974).,,,"Artificial Intelligence,",,,1-49.,,,A Planning System for Robot Construction Tasks.,,"5 (1),",
59,,"Fahlman, S.E.",,1974.,,,"Artificial Intelligence,",,,1-49.,,,A Planning System for Robot Construction Tasks.,,5(1),
60,,S. E. Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5,
61,,S. E. Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5,
62,,S.E. Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5,
63,,S Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5,
64,,S. F. Fahlman.,"Artifical Intel-lignece, 5:pp.",1974.,,,,,,"1-49,",,,A planning system for robot construction tasks.,,,
65,,S. E. Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5,
66,,Scott Elliott Fahlman.,,1974.,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),
67,,"Fahlman, S. E.,",,1979.,,,,,,,Cambridge: MIT Press.,,"NETL: A system for representing and using real world knowledge,",,,
68,"Cambridge MA,",S. E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real World Knowledge.,,,
69,,"Fahlman, S.",,(1979).,,,,,,,MIT Press.,,NETL: A system for representing and using real world knowledge.,,,
70,Cambridge MA.,"Fahlman, S. E.",,(1979).,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real World Knowledge.,,,
71,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real World Knowledge.,,,
72,,"Fahlman, S. E.",,(1979).,,,,,,,MIT Press.,,NETL: A System for Representing and Using Real-World Knowledge.,,,
73,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
74,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
75,,"Fahlman, S. E.,",,1979.,,,,,,,Cambridge: MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge,",,,
76,,"Fahlman, S. E.,",,1979.,,,,,,,Cambridge: MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge,",,,
77,,"Fahlman, S. E.,",,1979.,,,,,,,Cambridge: MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge,",,,
78,,"Fahlman, S. E.,",,1979.,,,,,,,MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge, Cam-bridge:",,,
79,,"Fahlman, S. E.,",,1979.,,,,,,,Cambridge: MIT Press.,,"NETL: A system for representing and using real world knowledge,",,,
80,"Cambridge, MA.","Fahlman, S.E.",,(1979).,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
81,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
82,"Cambridge, Mass.,",S. E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL : a System for Representing and Using Real-World Knowledge.,,,
83,,S.E. Fahlman.,,,,,,,,,MIT Press.,,"NETL: A system for representing real-world knowledge,",,,
84,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,A System for Representing and Using Real-World Knowledge.,,,
85,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,A System for Representing and Using Real-World Knowledge.,,,
86,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
87,"Cambridge, Massachusetts,","S. Fahlman,",,1979.,,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
89,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
90,"Cambridge, Mas-sachusetts,",S. Fahlman.,,1979.,,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
91,,Scott E Fahlman.,,1979.,,,,,,,"The MIT Press,",,"NETL, A System For Representing And Using Real-World Knowledge.",,,
92,"Cambridge, MA,","Fahlman, S.E.,",,1979.,,,,,,,"MIT Press,",,"NETL: A System for Representing and Using Real World Knowledge,",,,
93,"Massachusetts,",S. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
94,"Cambridge, Ma,",S. E. Fahlman.,,1977.,,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
95,"Cambridge, MA,",S.E. Fahlman.,,1979.,,,,,,,"MIT Press,",,"NETL: A System for Representing and Using Real World Knowledge,",,,
96,"Cambridge, MA, U.S.A.,",S.E. Fahlman.,,1979.,,,,,,,"MIT Press,",,NETL: A system for representing and using real-world knowledge.,,,
97,"Cambridge, MA,","S. Fahlman,",,1979.,,,,,,,"MIT Press,",,"NETL: A System for Representing and Using Real World Knowledge,",,,
98,"Cambridge, Massachusetts,",S. Fahlman.,,1979.,,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
99,,Scott E. Fahlman.,,1979.,,,,,,,"MIT Press,",,Netl: A System For Representing And Using Real-World Knowledge.,,,
100,,Scott E. Fahlman.,"In The First Annual Conference on Artificial Intelligence. AAAI,",1980.,,,,,,,,,Design sketch for a million-element netl machine.,,,
101,"Hillsdale, NJ:","Fahlman, S.",Parallel Models of Associative Memory.,(1981).,"In G. Hinton and J. Anderson (Eds.),",,,,,,Lawrence Erlbaum Associates.,,Representing Implicit Knowledge.,,,
102,Menlo Park:,"Fahlman S, Touretzky D and van Roggen W,","In Proc IJCAI-81,",,,,,,International Joint Conferences on AI.,"257-263,",,,"Cancellation in a Parallel Semantic Network,",,,
103,,Scott E. Fahlman.,"Parallel processing in artificial intelligence. Parallel Computing,",1985.,,,,,,"283-286,",,,Extended abstract:,,2,
104,,"Fahlman, S. & Hinton, G.",,(1987).,,,"Computer,",,,100-109.,,,Connectionist architectures for artificial intelligence.,,20,
105,,Scott E Fahlman and Geoffrey E Hinton.,,1987.,,,"Computer,",,,,,,Connectionist Architectures for Artificial Intelligence.,,"20(1),",
106,,"Fahlman, S. and Hinton, G.",,(1987).,,,"Computer,",,,100-118.,,,Connectionist Architectures for Artificial Intelligence.,,20,
107,"San Mateo, CA:","S. E. Fahlman,","Proc. of the 1988 Connectionist Models Summer School,",1989.,"D. Touretzky, G. Hinton and T. Sejnowski, eds.,",,,,,"pp. 38-51,","Morgan Kauffman,",,"Faster-Learning Variations on Back-Propagation: An Empirical Study,",,,
108,"San Mateo, CA.","Fahlman, S.",Proc. of the Connectionist Model Summer School.,(1988).,"In Touretzky, D. , Hinton, G. , and Sejnowski, T. , (eds.),",,,,,,"Morgan Kaufmann,",,Faster-learning variations on backpropagation: An empirical study.,,,
109,,"Fahlman, S. E.",T.,(1988).,"In G. E. Hinton,",,,,,,,,Faster-learning variations on back-propagation.,,,
110,"San Mateo, California.","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",(1989).,"In Touretzky, D. S., Hinton, G., & Sejnowski, T. (Eds.),",,,,,pp. 38-51.,"Morgan Kaufmann,",,Faster-learning variations on back-propagation: an empirical study.,,,
111,"San Mateo, CA:","Fahlman, S.E.",In Proc. 1988 Connectionist Models Summer School.,-1988,,,,,,,Morgan Kauffman,,Faster learning variations on backpropagation: An empirical study.,,,
112,"San Mateo, CA:","Fahlman, S.E.","Proc. 1988 Connectionist Models Summer School,",-1989,"Touretzky, D., Hinton, G., Sejnowski, T. (eds.),",,,,,38-51.,"Morgan Kaufmann,",,"`Fast-learning variations on back-propagation: An empirical study'',",,,
113,,"Fahlman, S.E.",Proceedings of the 1988 Connectionist Models Summer School.,(1988).,,,,,,pp. 38-51.,Morgan Kaufmann.,,Fast-Learning Variations on BackPropagation: An Empirical Study.,,,
114,San Mateo).,"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",,,,,38-51,"(Morgan Kaufman,",,Fast-learning variations on back-propagation: an empirical study.,,,
115,San Mateo).,"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",,,,,38-51,"(Morgan Kaufman,",,Fast-learning variations on back-propagation: an empirical study.,,,
116,"Pittsburgh, PA,","Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",,,,,38-51,"(Morgan Kaufman, San Mateo).",,Fast-learning variations on back-propagation: an empirical study.,,,
117,"Pittsburgh, PA,","Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",,,,,38-1,"(Morgan Kaufman,  San Mateo).",,Fast-learning variations on back-propagation: an empirical study.,,,
118,"Pittsburgh, PA,",S. Fahlman.,"In Procs.  of the 1988 Connectionist Models Summer School,",1988.,,,,,,"pages 38-51,",,,Faster learning variations on back-propagation: An empirical study.,,,
119,"San Mateo, 1989.",S.E. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",,"In D. Touret-zky, G. Hinton, and T. Sejnowski, editors,",,,,,"pages 38-51,",Morgan Kaufmann.,,Fast-learning variations on back-propagation: An empirical study.,,,
120,,S. E. Fahlman.,In Proceedings of the 1988 Connectionists Models Summer School.,1988.,,,,,,,"Morgan Kauffman Inc.,",,Faster-learning variations on back-propagation: An empirical study.,,,
121,,Scott E. Fahlman.,,1988.,,"Carnegie Mellon University, School of Computer Science,",,,120 Bibliography,,,"Technical Report CMU-CS-88-162,",Faster learning variations on back-propagation: An empirical study.,,,
122,"San Mateo, CA:","Fahlman, S.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",,,,,"38-51,",Morgan Kaufmann,,E . Faster-learning variations of backpropagation : An empirical study.,,,
123,"San Mateo, CA:","Fahlman, S.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",,,,,"38-51,",Morgan Kaufmann,,E . Faster-learning variations of backpropagation : An empirical study.,,,
124,"San Mateo, CA:","Fahlman, S.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",,,,,"38-51,",Morgan Kaufmann,,E . Faster-learning variations of backpropagation : An empirical study.,,,
125,"San Mateo, CA.","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In Touretzky, D., Hinton, G., and Sejnowski, T., editors,",,,,,"pages 38-51,","Mor-gan Kaufmann,",,Fast-learning variations on back-propagation: An empirical study.,,,
160,,"Fahlman, Scott.",,1988.,,"Department of Computer Science, Carnegie Mellon University.",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
126,"San Mateo, CA,","Fahlman, S. E.","Proceedings of 1988 Connectionist Models Summer School,",,"Touretzky, D., Hinton, G and Sejnowski T. (Eds.)",,,,,pp. 38-51.,"Morgan Kaufmann,",,(1988) Faster-Learning Variations on Back-Propagation: An Empiri cal Study.,,,
127,,S E Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D Touretzky, G E Hinton, and T J Sejnowski, editors,",,,,,pages 38-51.,"Morgan Kaufman,",,Faster-learning variations on back-propagation: An empirical study.,,,
128,,S.E. Fahlman.,in 1988 Connectionist Models Summer School.,1988.,"Sejnowski, G.E. Hinton, and D.S. Touretzky, editors,",,,,,,"Morgan Kauf-mann,",,Faster-learning Variations on Backpropagation : An Empirical Study. In T.J.,,,
129,"San Mateo, CA:","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",,,,,,"Morgan Kaufmann Publishers , 38-51,",,Faster-learning variations of backpropagation : An empirical study.,,,
130,,"S. Fahlmann,","Proceedings of the 1988 Connectionist Models Summer School,",1988.,,,,,,"pp 38-51,",,,"Faster-Learning Variations on BackPropagation: An Empirical Study,",,,
131,,"S. Fahlmann,","Proceedings of the 1988 Connectionist Models Summer School,",1988.,,,,,,"pp 38-51,",,,"Faster-Learning Variations on BackPropagation: An Empirical Study,",,,
132,,"S.E. Fahlman,","in  1988 Connectionist Models Summer School,",1988.,"T.J. Sejnowski, G.E. Hinton, and D.S. Touretzky, Eds.",,,,,,"Mor-gan Kaufmann,",,"Faster-learning Variations on Backpropagation : An Empirical Study,",,,
133,,"Fahlman, S.","Proc. of the 1988 Connectionist Models Summer School,",1988,,,,,,,"Morgan Kaufmann,",,Faster-Learning Variations on Back-Propagation: An Empirical Study. In:,,,
134,,S.E. Fahlman.,"In Proceedings of the 1988 Connectionist Models Summer School,",1988.,,,,,,,,,Faster-learning variations on back-propagation: An empirical study.,,,
135,,"Scott E. Fahlman,","in Proceedings of the 1988 Connectionist Models Summer School, Pitts-burg (1988),",,,,,,,"38-51,",Morgan Kaufmann.,,"Faster-Learning Variations on Back-Propagation: An Empirical Study,",,,
136,,S. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. Hinton, and T. Sejnowsky, editors,",,,,,pages 38-51.,"Morgan-Kauffman,",,Faster-learning variations on backpropagation: an empirical study.,,,
137,,S. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. Hinton, and T. Sejnowsky, editors,",,,,,pages 38-51.,"Morgan-Kauffman,",,Faster-learning variations on backpropagation: an empirical study.,,,
138,,S. Fahlman.,"In Connectionist Models Summer School,",1988.,,"Carnegie Mellon,",,,,,,,Faster-learning variations on back-propagation: An empirical study.,,,
139,,"S. E. Fahlman,","in Proceedings of the 1988 Connectionist Models Summer School,",1988.,,,,,,,"Morgan Kaufmann,",,"Faster-learning variations on back-propagation: An empirical study,",,,
140,"San Mateo, CA:","S. E. Fahlman,","in Proceedings of the 1988 Connectionist Models Summer School,",1988,"D. S. Touretzky, G. E. Hinton, and T. J. Sejnowski,Eds.",,,,,pp. 38-51.,"Morgan Kaufmann,",,"Faster-learning variations on backpropagation: An empirical study,",,,
141,"San Mateo, CA,",S. E. Fahlman.,"Connectionist Models Summer School: 1988 Proceedings,",,"In D. S. Touretzky, G. E. Hinton, and Sejnowski, editors,",,,,,"pages 38-51,",Morgan Kaufmann.,,Fast-learning variations on back-propagation: An empirical study.,,,
142,,S. E.,"in Proceedings of the 1988 Connectionist Summer School,",,,,,,,,Morgan Kauf-mann.,,"Fahlman (1988): Faster-Learning Variations on Back-Propagation: An Empirical Study,",,,
143,,S. E.,"in Proceedings of the 1988 Connectionist Models Summer School,",,,,,,,,Morgan Kauf-mann.,,"Fahlman (1988): Faster-Learning Variations on BackPropagation: An Empirical Study,",,,
144,San Mateo:,"Fahlman, S.E.","In proceedings of the 1988 Connectionist Models Summer School,","(1989),","Eds. D.S. Touretzky, G. Hinton and T.",,,,,"pp. 38-51,",Morgan Kauffmann.,,"Fast Learning Variations on Backpropagation: An Empirical Study,",,,
145,,"Scott Fahlman,",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,,,,,,"Morgan Kaufmann,",,"Faster-Learning Variations on Back Propagation: An Empirical Study,",,,
146,,"S.E. Fahlman,",,,,Carnegie Mellon University,,,,,,"Technical Report CMU-CS-88-162,","An empirical study of learning speed in backpropagation networks,",,,
147,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
148,"Pittsburgh, PA.",Fahlman S. E.,,(1988):,,"Computer Science Dept.,",,,,,,"Technical Report CMU-CS-88-162 , Carnegie-Mellon University,","An empirical study of learning speed in backpropagation networks,",,,
149,"Pittsburg, PA.","Fahlman, S. E.",,-1988,,"Department of Computer Science, Carnegie-Mellon University,",,,,,,Technical Report CMU-CS-88-182.,An empirical study of learning speed in backpropagation networks.,,,
150,,"Fahlman, S. E.",,"(1988),",,Carnegie Mel-lon University.,,,,,,"Technical Report CMU-CS-88-162,","An empirical study of learning speed in back-propagation networks,",,,
151,"Pittsburgh, PA.","Fahlman, S. E.",,(1988).,,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
152,"Pittsburgh, PA.","Fahlman, S. E.",,(1988).,,"Computer Science Department, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in backpropagation networks.,,,
