instance_id,brand,cpu_brand,cpu_model,cpu_type,cpu_frequency,ram_capacity,ram_type,ram_frequency,hdd_capacity,ssd_capacity,weight,dimensions,title
www.isupplyhub.com//168,Dell,2 GHz Intel Core i7. Intel Core I7,,2 GHz Intel Core i7,2 GHz Intel Core i7,8 GB DDR3L SDRAM,DDR3 SDRAM. 8 GB DDR3L SDRAM,,1024 GB mechanical_hard_drive,,6 pounds,19.29 x 13.15 x 3.31 inches,Amazon.com : Dell Inspiron i5547-5780sLV 15.6-Inch Laptop : Computers & Accessories
www.isupplyhub.com//1377,Dell,0 MHz 8032. AMD A8,,0 MHz 8032,0 MHz 8032,0 GB,0 GB,,0 GB mechanical_hard_drive,,8.7 pounds,17 x 20 x 4 inches,"Amazon.com : Dell Inspiron M731R 18-inch HD+ Notebook (AMD Quad-Core A8-5545M 1.7GHz processor, 8GB RAM, 1TB Hard drive, Windows 8.1) Indigo Blue : Computers & Accessories"
www.isupplyhub.com//389,Dell,2 GHz Intel Core i7. Intel Core I5,,2 GHz Intel Core i7,2 GHz Intel Core i7,16 GB DDR3L SDRAM,DDR3 SDRAM. 16 GB DDR3L SDRAM,,1024 GB mechanical_hard_drive,,6 pounds,19.29 x 13.15 x 3.31 inches,Amazon.com : Dell Inspiron i5547-15001sLV 15.6-Inch Touchscreen Laptop : Computers & Accessories
www.isupplyhub.com//1128,Acer,2 GHz Intel Core i7. Intel,,2 GHz Intel Core i7,2 GHz Intel Core i7,8 GB DDR3L SDRAM,8 GB DDR3L SDRAM,,1000 GB SATA,,5.6 pounds. 7 pounds ( View shipping rates and policies ),15.02 x 10.08 x 1 inches,Amazon.com : Acer Aspire V3-572-78S3 15.6-Inch Laptop (Platinum Silver) : Computers & Accessories
www.isupplyhub.com//1586,Acer,2.16 GHz Intel Celeron. Intel Celeron,,2.16 GHz Intel Celeron,2.16 GHz Intel Celeron,2 GB DDR3L SDRAM,DDR3 SDRAM. 2 GB DDR3L SDRAM,,320 GB SATA,,2.8 pounds,11.46 x 8.31 x 0.83 inches,Amazon.com : Acer Aspire E3-111-C5GL 11.6-Inch Laptop (Cool Silver) : Computers & Accessories
www.isupplyhub.com//890,Acer,2.16 GHz Pentium. Intel Pentium,,2.16 GHz Pentium,2.16 GHz Pentium,4 GB DDR3L SDRAM,DDR3 SDRAM. 4 GB DDR3L SDRAM,,500 GB SATA,,3.1 pounds,11.46 x 8.31 x 0.85 inches,Amazon.com : Acer Aspire V3-111P-43BC 11.6-Inch Touchscreen Laptop (Cool Silver) : Computers & Accessories
www.isupplyhub.com//1244,Lenovo,Intel Core I5,,,,4 GB SDRAM DDR3,DDR3 SDRAM. 4 GB SDRAM DDR3,,320 GB mechanical_hard_drive,,3 pounds,12.01 x 0.80 x 8.13 inches,"Amazon.com : Lenovo Thinkpad X230 Laptop - 2325T11 - 12.5"" Ultraportable Notebook Intel Core i5-3320M Windows 7 Professional 4GB RAM : Computers & Accessories"
www.isupplyhub.com//1434,Dell,1.7 GHz Intel Core i5. Intel,,1.7 GHz Intel Core i5,1.7 GHz Intel Core i5,6 GB DDR3L SDRAM,DDR3 SDRAM. 6 GB DDR3L SDRAM,,1024 GB,,6 pounds. 7.4 pounds ( View shipping rates and policies ),19.29 x 13.15 x 3.31 inches,"Amazon.com : Dell Inspiron i5547-3753sLV 15.6-Inch Laptop (1.7 GHz Intel Core i5-4210U Processor, 6GB DDR3, 1TB HDD, Windows 8.1) Silver : Computers & Accessories"
www.isupplyhub.com//459,Acer,1.6 GHz Intel Core i5-4200U. Intel Core I5,,1.6 GHz Intel Core i5-4200U,1.6 GHz Intel Core i5-4200U,8 GB DDR3L SDRAM,8 GB DDR3L SDRAM,,500 GB mechanical_hard_drive,,4.4 pounds,13.39 x 9.45 x 0.90 inches,Amazon.com : Acer Aspire V7-482PG-5842 14-Inch Touchscreen Ultrabook (Cool Steel) : Computers & Accessories
www.isupplyhub.com//451,Acer,2.4 GHz Core i3-3110M. Intel Core i3,,2.4 GHz Core i3-3110M,2.4 GHz Core i3-3110M,6 GB DDR3,DDR3 SDRAM. 6 GB DDR3,,500 GB,,7.1 pounds,16.30 x 10.80 x 1.40 inches,Amazon.com : Acer Aspire NX.MG7AA.006;E1-771-6458 17.3-Inch Laptop : Computers & Accessories
www.isupplyhub.com//748,Dell,1.7 GHz Intel Core i5. Intel Core I5,,1.7 GHz Intel Core i5,1.7 GHz Intel Core i5,6 GB DDR3L SDRAM,6 GB DDR3L SDRAM,,1024 GB mechanical_hard_drive,,5.7 pounds,14.90 x 10 x 0.90 inches,"Amazon.com : Dell Inspiron i5547-3751sLV 16-Inch Touchscreen Laptop (1.70 GHz Intel Core i5-4210u processor, 6GB Memory, 1TB Hard drive, Win 8.1) : Computers & Accessories"
www.isupplyhub.com//1232,Asus,1.7 GHz Core i5-3317U. Intel,,1.7 GHz Core i5-3317U,1.7 GHz Core i5-3317U,4 GB SO-DIMM,SODIMM. 4 GB SO-DIMM,,256 GB SATA,,2.9 pounds,12.90 x 0.30 x 8.90 inches,Amazon.com : ASUS UX31A UX31A-XB52 13.3-Inch Laptop (Silver Aluminum) : Laptop Computers : Computers & Accessories
www.isupplyhub.com//1431,HP,1.7 GHz A-Series Quad-Core A8. AMD A8,,1.7 GHz A-Series Quad-Core A8,1.7 GHz A-Series Quad-Core A8,8 GB DDR3L SDRAM,8 GB DDR3L SDRAM,,1024 GB,,5.9 pounds,10.24 x 15.14 x 0.99 inches,Amazon.com : HP 15-p030nr 15.6-Inch Special Edition Laptop with Beats Audio : Computers & Accessories
www.flexshopper.com//2436,,,,,,,,,,,,,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD
www.flexshopper.com//741,,Intel Core i3 ( 3rd Gen ) 3110M / 2.4 GHz / 3 MB Cache,Intel Core i3 ( 3rd Gen ) 3110M / 2.4 GHz / 3 MB Cache,Intel Core i3 ( 3rd Gen ) 3110M / 2.4 GHz / 3 MB Cache,Intel Core i3 ( 3rd Gen ) 3110M / 2.4 GHz / 3 MB Cache,6 GB DDR3L,6 GB DDR3L,,500 GB HDD / 5400 rpm,,7.1 lbs,,"Acer Aspire E1-771-33116G50Mnii - 17.3"" - Core i3 3110M - Windows 7 Home Premium 64-bit - 6 GB RAM - 500 GB HDD"
www.flexshopper.com//326,,Intel,i3-4030U,i3-4030U. Core i3,1.80GHz,4GB,DDR3 SDRAM. DDR3L SDRAM,,500GB,,6.61lbs / 2.99Kg,Front : 1.10 '' / 27.94mm Rear : 1.10 '' / 27.94mm,"Acer Aspire E5-771-37GD 17.3"" Notebook Computer, Intel Core i3-4030U 1.8GHz Processor, 4GB RAM, 500GB HDD, Windows 8.1, Iron Silver"
www.flexshopper.com//2173,,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,5.2 lbs,,"Acer Aspire E1-572-34014G50Mnkk - 15.6"" - Core i3 4010U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//1318,,,,,,,,,,,,,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro 32-bit - 4 GB RAM - 320 GB HDD
www.flexshopper.com//990,,,,,,,,,,,,,HP EliteBook Revolve 810 G2 Tablet - 11.6 - Core i3 4010U - Windows 7 Pro 64-bit / Windows 8.1 Pro downgrade - 4 GB RAM - 128 GB SSD
www.flexshopper.com//1352,,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,5.2 lbs,,"Acer Aspire E1-572-54204G50Mnrr - 15.6"" - Core i5 4200U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//208,,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache,Intel Core i7 ( 3rd Gen ) 3667U / 2 GHz ( 3.2 GHz ) / 4 MB Cache,8 GB DDR3L,8 GB DDR3L,,180 GB SSD,,3 lbs,,"Lenovo ThinkPad X1 Carbon 3444 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 8 GB RAM - 180 GB SSD"
www.flexshopper.com//1333,,,,,,,,,,,,,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro 64-bit - 8 GB RAM - 320 GB HDD
www.flexshopper.com//884,,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,4 GB DDR3,4 GB DDR3,,180 GB SSD,,4 lbs,,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD"
www.flexshopper.com//292,,Intel Core i5 ( 3rd Gen ) 3230M / 2.6 GHz ( 3.2 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3230M / 2.6 GHz ( 3.2 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3230M / 2.6 GHz ( 3.2 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3230M / 2.6 GHz ( 3.2 GHz ) / 3 MB Cache,6 GB DDR3L,6 GB DDR3L,,500 GB HDD / 5400 rpm,,7.1 lbs,,"Acer Aspire E1-771-53236G50Mnii - 17.3"" - Core i5 3230M - Windows 7 Home Premium 64-bit - 6 GB RAM - 500 GB HDD"
www.flexshopper.com//1905,,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,Intel Core i5 ( 4th Gen ) 4200U / 1.6 GHz ( 2.6 GHz ) / 3 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,5.2 lbs,,"Acer Aspire E1-572-54204G50Mnkk - 15.6"" - Core i5 4200U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//1098,,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,Intel Core i3 ( 4th Gen ) 4010U / 1.7 GHz / 3 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,5.2 lbs,,"Acer Aspire E1-572-34014G50Mnrr - 15.6"" - Core i3 4010U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//1361,,Intel Pentium 2020M / 2.4 GHz / 2 MB Cache,Intel Pentium 2020M / 2.4 GHz / 2 MB Cache,Intel Pentium 2020M / 2.4 GHz / 2 MB Cache,Intel Pentium 2020M / 2.4 GHz / 2 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,7.1 lbs,,"Acer Aspire E1-731-20204G50Mnii - 17.3"" - Pentium 2020M - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//2032,,Intel® 4th Generation Core™ i3. Intel®,Intel® 4th Generation Core™ i3,Intel® 4th Generation Core™ i3,Intel® 4th Generation Core™ i3. 1.7GHz,4GB,DDR3L SDRAM,,128GB. 128GB,,Ultraportable ( 5.5 lbs . or less ),,HP EliteBook Revolve 810 G2 Tablet - 11.6 - Core i3 4010U - Windows 7 Pro 64-bit / Windows 8.1 Pro downgrade - 4 GB RAM - 128 GB SSD
www.flexshopper.com//2098,,,,,,,,,,,,,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro - 8 GB RAM - 180 GB SSD
www.flexshopper.com//703,,,,,,,,,,,,,HP EliteBook Revolve 810 G1 Tablet - 11.6 - Core i5 3437U - Windows 8 Pro 64-bit - 4 GB RAM - 128 GB SSD
www.flexshopper.com//1729,,,,,,,,,,,,,Lenovo ThinkPad X230 Tablet 3437 - 12.5 - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD
www.flexshopper.com//742,,Intel,N3530,N3530. Pentium,2.16GHz,4GB,DDR3 SDRAM. DDR3L SDRAM,,500GB,,3.06lbs / 1.63Kg,Front : 0.85 '' / 21.59mm Rear : 0.85 '' / 21.59mm,"Acer Aspire V3-111P-43BC 11.6"" Touchscreen Notebook Computer, Intel Pentium N3530 Quad-core 2.16GHz, 4GB RAM, 500GB HDD, Windows 8.1, Cool Silver"
www.flexshopper.com//2475,,,,,,,,,,,,,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro 32-bit - 4 GB RAM - 180 GB SSD
www.flexshopper.com//2450,,Intel,i7-4510U,i7-4510U. Core i7,2GHz. 3.1GHz,8GB,DDR3 SDRAM. DDR3L SDRAM,,1TB,,5.62 lb / 2.54Kg,Front : 1 '' / 25.4mm Rear : 1.19 '' / 30.226mm,"Acer Aspire V3-572-78S3 15.6"" Notebook Computer, Intel Core i7-4510U 2GHz, 8GB RAM, 1TB HDD, Windows 8.1, Platinum Silver"
www.flexshopper.com//778,,,,,,,,,,,,,Lenovo ThinkPad X230 2320 - 12.5 - Core i5 3210M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD
www.flexshopper.com//1728,,,,,,,,,,,,,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD
www.flexshopper.com//488,,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,Intel Core i5 ( 3rd Gen ) 3320M / 2.6 GHz ( 3.3 GHz ) / 3 MB Cache,4 GB DDR3,4 GB DDR3,,500 GB HDD / 7200 rpm,,4 lbs,,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//1335,,,,,,,,,,,,,HP EliteBook 2170p - 11.6 - Core i5 3437U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD
www.flexshopper.com//2217,,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,5.2 lbs,,"Acer Aspire E1-532-29574G50Mnrr - 15.6"" - Celeron 2957U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//458,,Intel,i7-4510U,i7-4510U. Core i7,2GHz. 3.1GHz,8GB,DDR3L SDRAM,,1TB,,6.06lbs / 2.75Kg,Front : 1.04 '' / 26.42mm Rear : 1.24 '' / 31.5mm,"Acer Aspire V3-572PG-767J 15.6"" Touchscreen Notebook Computer, Intel Core i7-4510U 2GHz, 8GB RAM, 1TB HDD, Windows 8.1, Platinum Silver"
www.flexshopper.com//43,,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,Intel Celeron 2957U / 1.4 GHz / 2 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD / 5400 rpm,,5.2 lbs,,"Acer Aspire E1-532-29574G50Mnkk - 15.6"" - Celeron 2957U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD"
www.flexshopper.com//1050,,AMD A series A4-5000 / 1.5 GHz / 2 MB Cache,AMD A series A4-5000 / 1.5 GHz / 2 MB Cache,AMD A series A4-5000 / 1.5 GHz / 2 MB Cache,AMD A series A4-5000 / 1.5 GHz / 2 MB Cache,4 GB DDR3L,4 GB DDR3L,,500 GB HDD,,5.3 lbs,,"Acer Aspire E1-522-5423 - 15.6"" - A series A4-5000 - Windows 8.1 64-bit - 4 GB RAM - 500 GB HDD"
www.tigerdirect.com//12,,Intel,,Core i5,2.6GHz,1 x 4GB. 4GB,1600MHz PC3-12800. DDR3,1600MHz PC3-12800,500GB,,3.97 lbs,9 ''. 1.1 '' - 1.23 '',"Lenovo ThinkPad X230T 3435-22U Tablet PC - 3rd generation Intel Core i5-3320M 2.6GHz, 4GB DDR3, 500GB HDD, 12.5 Multi-Touch Display, Windows 7 Professional 64-bit at TigerDirect.com"
www.amazon.com//1780,LB1 High Performance,,,,,,,,,,,,"Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker Portable with Built-in Microphone and Micro SD card slot (Silver) : Computers & Accessories"
www.amazon.com//1835,Dell,1.7 GHz Intel Core i5. Intel Core I5,1.7 GHz Intel Core i5,1.7 GHz Intel Core i5. Intel Core I5,1.7 GHz Intel Core i5,6 GB DDR3L SDRAM,6 GB DDR3L SDRAM,,1024 GB mechanical_hard_drive,,5.7 pounds,14.90 x 10 x 0.90 inches,"Amazon.com : Dell Inspiron i5547-3751sLV 16-Inch Touchscreen Laptop (1.70 GHz Intel Core i5-4210u processor, 6GB Memory, 1TB Hard drive, Win 8.1) : Computers & Accessories"
www.amazon.com//753,LB1 High Performance,,,,,,,,,,,,"Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker Portable with Built-in Microphone and Micro SD card slot (Silver) : Computers & Accessories"
www.amazon.com//1389,,Intel Core i3,Intel Core i3,Intel Core i3,Intel Core i3,4 GB,4 GB,,500 GB,,,,"Amazon.com : Brand New Acer America Corp. Acer Aspire E1-572-34014G50mnkk 15.6"" Led Notebook - Intel Core I3 I3-4010U 1.70 Ghz - Black : Computers & Accessories"
www.amazon.com//1752,,Intel Core i3,Intel Core i3,Intel Core i3,Intel Core i3,4 GB,4 GB,,500 GB,,,,"Amazon.com : Acer Aspire E5-771-37GD 17.3"" Notebook Computer, Intel Core i3-4030U 1.8GHz Processor, 4GB RAM, 500GB HDD, Windows 8.1, Iron Silver : Computers & Accessories"
www.amazon.com//241,LB1 High Performance,,,,,,,,,,,,"Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker with Built-in Microphone - Micro SD card slot - Voice Prompt (Silver) : Computers & Accessories"
www.amazon.com//1652,Dell,2 GHz Intel Core i7. Intel Core I5,2 GHz Intel Core i7,2 GHz Intel Core i7. Intel Core I5,2 GHz Intel Core i7,16 GB DDR3L SDRAM,DDR3 SDRAM. 16 GB DDR3L SDRAM,,1024 GB mechanical_hard_drive,,6 pounds,19.29 x 13.15 x 3.31 inches,Amazon.com : Dell Inspiron i5547-15001sLV 15.6-Inch Touchscreen Laptop : Computers & Accessories
www.amazon.com//953,HP,1.7 GHz A-Series Quad-Core A8. AMD A8,1.7 GHz A-Series Quad-Core A8,1.7 GHz A-Series Quad-Core A8. AMD A8,1.7 GHz A-Series Quad-Core A8,8 GB DDR3L SDRAM,8 GB DDR3L SDRAM,,1024 GB,,5.9 pounds,10.24 x 15.14 x 0.99 inches,Amazon.com : HP 15-p030nr 15.6-Inch Special Edition Laptop with Beats Audio : Computers & Accessories
www.amazon.com//1645,HP,AMD E-series,,AMD E-series,,4 GB SDRAM DDR3,DDR3 SDRAM. 4 GB SDRAM DDR3,,500 GB mechanical_hard_drive,,6.5 pounds,20 x 3 x 13 inches,Amazon.com : Hp 15-Series 15-F009Wm Laptop Amd:E1-2100/E1X2-1.0Glv 4Gb/1-Dimm 500Gb/5400Rpm M : Computers & Accessories
www.amazon.com//2395,Acer,Intel Core i3,Intel Core i3,Intel Core i3,Intel Core i3,4 GB,4 GB,,500 GB,,5.2 pounds,15 x 10.10 x 0.50 inches,"Amazon.com : ACER NX.M8EAA.007 / Aspire E1-572-34014G50Mnkk 15.6"" LED Notebook - Intel Core i3 i3-4010U 1.70 GHz - Black 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4400 Graphics - Windows 7 Home Premium 64-bit - 1366 x 768 Display - Bluetooth : Computers & Accessories"
www.amazon.com//1671,HP,AMD E-series,,AMD E-series,,4 GB SDRAM DDR3,DDR3 SDRAM. 4 GB SDRAM DDR3,,500 GB mechanical_hard_drive,,6.5 pounds,20 x 3 x 13 inches,Amazon.com : Hp 15-Series 15-F009Wm Laptop Amd:E1-2100/E1X2-1.0Glv 4Gb/1-Dimm 500Gb/5400Rpm M : Computers & Accessories
www.amazon.com//1313,Acer,Intel Core i3,Intel Core i3,Intel Core i3,Intel Core i3,4 GB,4 GB,,500 GB,,5.2 pounds,15 x 10.10 x 0.50 inches,"Amazon.com : ACER Aspire E1-572-34014G50Mnkk 15.6"" LED Notebook - Intel Core i3 i3-4010U 1.70 GHz - Black 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4400 Graphics - Windows 7 Home Premium 64-bit - 1366 x 768 Display - Bluetooth / NX.M8EAA.007 / : Computers & Accessories"
